internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Description,NAICS Code,NAICS Description,Place of Performance City Code,Place of Performance State Code,Place of Performance Country Code,awarding_agency_id,agency_slug,generated_internal_id
348948295,W31P4Q19C0076,RAYTHEON/LOCKHEED MARTIN JAVELIN JV,2019-09-12,2028-05-31,1694838191.74,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_W31P4Q19C0076_9700_-NONE-_-NONE-
309505931,N0002414C5315,RAYTHEON COMPANY,2013-10-10,2026-01-30,1671263971.83,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_N0002414C5315_9700_-NONE-_-NONE-
298558111,FA862616C2139,RTX CORPORATION,2016-06-30,2024-06-30,1651199673.57,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_FA862616C2139_9700_-NONE-_-NONE-
353862741,70B01C26F00000044,FISHER SAND & GRAVEL CO,2025-12-23,2028-12-31,1650754000.0,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,AZ,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000044_7014_70B01C26D00000012_7014
309507617,N0002418C2300,LOCKHEED MARTIN CORPORATION,2017-10-06,2027-04-30,1627050048.52,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_N0002418C2300_9700_-NONE-_-NONE-
309494428,N0001915C0114,LOCKHEED MARTIN CORPORATION,2015-08-31,2026-12-31,1621042892.68,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001915C0114_9700_-NONE-_-NONE-
311110086,N6852022F7005,VERTEX AEROSPACE LLC,2021-10-15,2026-12-31,1618155659.08,Department of Defense,Defense Contract Management Agency,DELIVERY ORDER,,,,,MD,USA,1173,department-of-defense,CONT_AWD_N6852022F7005_9700_N6134019D1010_9700
311383785,NNH15CN76C,NORTHROP GRUMMAN SYSTEMS CORPORATION,2015-09-03,2029-05-31,1614792955.3,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,VA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NNH15CN76C_8000_-NONE-_-NONE-
348950550,W31P4Q23F0006,LOCKHEED MARTIN CORPORATION,2022-10-21,2027-10-31,1611793487.23,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q23F0006_9700_W31P4Q23D0003_9700
348950537,W31P4Q23C0036,RAYTHEON COMPANY,2023-09-29,2030-09-30,1607872304.74,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_W31P4Q23C0036_9700_-NONE-_-NONE-
291818013,80NM0021F0008,CALIFORNIA INSTITUTE OF TECHNOLOGY,2020-12-17,2028-09-24,1604322463.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DELIVERY ORDER,,,,,CA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80NM0021F0008_8000_80NM0018D0004_8000
272710476,0007,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-06-03,2030-02-28,1594101040.69,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,MA,USA,1173,department-of-defense,CONT_AWD_0007_9700_FA870215D0001_9700
292036677,89303321CEM000080,"BATTELLE SAVANNAH RIVER ALLIANCE, LLC",2021-02-16,2030-02-15,1593068301.18,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,SC,USA,930,department-of-energy,CONT_AWD_89303321CEM000080_8900_-NONE-_-NONE-
279969490,36C10B22F0089,DELL FEDERAL SYSTEMS L.P,2022-04-01,2026-03-31,1590136261.87,Department of Veterans Affairs,Department of Veterans Affairs,DELIVERY ORDER,,,,,TX,USA,561,department-of-veterans-affairs,CONT_AWD_36C10B22F0089_3600_47QTCA22D003G_4732
357433743,70B01C26F00000292,"BARNARD CONSTRUCTION COMPANY, INCORPORATED",2026-04-24,2028-08-31,1585324926.0,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,TX,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000292_7014_70B01C26D00000006_7014
307429389,HSCG2314CAPC002,"EASTERN SHIPBUILDING GROUP, INC.",2014-06-17,2027-12-31,1578692803.24,Department of Homeland Security,U.S. Coast Guard,DEFINITIVE CONTRACT,,,,,FL,USA,766,department-of-homeland-security,CONT_AWD_HSCG2314CAPC002_7008_-NONE-_-NONE-
298553505,FA861120F1010,RTX CORPORATION,2020-01-01,2022-12-31,1573148446.22,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,CT,USA,1173,department-of-defense,CONT_AWD_FA861120F1010_9700_FA861118D2850_9700
297029655,DTFA0102D03006CALL0001,HARRIS CORPORATION,2008-07-25,2025-09-30,1568875082.68,Department of Transportation,Federal Aviation Administration,DELIVERY ORDER,,,,,FL,USA,731,department-of-transportation,CONT_AWD_DTFA0102D03006CALL0001_6920_DTFA0102D03006_6920
307885637,HT940213C0008,PACMED CLINICS,2013-10-01,2023-09-30,1564810239.08,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,WA,USA,1173,department-of-defense,CONT_AWD_HT940213C0008_9700_-NONE-_-NONE-
298558047,FA862524F3034,LOCKHEED MARTIN CORP,2028-12-31,2028-12-31,1564462687.0,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,GA,USA,1173,department-of-defense,CONT_AWD_FA862524F3034_9700_FA862520D3000_9700
349178233,W90BRJ15C0004,"VINNELL ARABIA, LLC",2014-12-21,2021-12-31,1558808139.13,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,,SAU,1173,department-of-defense,CONT_AWD_W90BRJ15C0004_9700_-NONE-_-NONE-
292037929,89304223FEM400000,IDAHO ENVIRONMENTAL COALITION LLC,2023-10-01,2031-09-30,1554869544.09,Department of Energy,Department of Energy,DELIVERY ORDER,,,,,ID,USA,930,department-of-energy,CONT_AWD_89304223FEM400000_8900_89303321DEM000061_8900
309498054,N0001922F0030,THE BOEING COMPANY,2022-03-02,2029-08-31,1553797869.15,Department of Defense,Department of the Navy,DELIVERY ORDER,,,,,MO,USA,1173,department-of-defense,CONT_AWD_N0001922F0030_9700_N0001921G0006_9700
349070667,W58RGZ08C0023,TEXTRON SYSTEMS CORPORATION,2007-10-31,2021-04-30,1551565403.77,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_W58RGZ08C0023_9700_-NONE-_-NONE-
291812086,80KSC019C0013,"BECHTEL NATIONAL, INC.",2019-07-01,2026-06-05,1550689354.01,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,VA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80KSC019C0013_8000_-NONE-_-NONE-
311267460,NAS503127,"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY, INC.",2003-10-01,2027-06-25,1549311664.49,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,MD,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NAS503127_8000_-NONE-_-NONE-
278712151,19AQMM18C0185,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2019-06-19,2029-08-07,1546101315.62,Department of State,Department of State,DEFINITIVE CONTRACT,,,,,VA,USA,315,department-of-state,CONT_AWD_19AQMM18C0185_1900_-NONE-_-NONE-
309495127,N0001918C1060,THE BOEING COMPANY,2018-06-27,2026-06-30,1518660771.0,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_N0001918C1060_9700_-NONE-_-NONE-
309506247,N0002415C4301,HUNTINGTON INGALLS INC,2015-08-14,2026-09-30,1514555869.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002415C4301_9700_-NONE-_-NONE-
309316591,M6785419C0043,NORTHROP GRUMMAN SYSTEMS CORPORATION,2019-06-07,2029-04-13,1511353721.66,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_M6785419C0043_9700_-NONE-_-NONE-
307237713,HQ014711C0006,NORTHROP GRUMMAN SYSTEMS CORPORATION,2011-03-07,2026-09-30,1510737189.71,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ014711C0006_9700_-NONE-_-NONE-
297355267,EDFSA15C0006,ACCENTURE FEDERAL SERVICES LLC,2015-03-01,2025-07-31,1507684723.07,Department of Education,Department of Education,DEFINITIVE CONTRACT,,,,,DC,USA,1068,department-of-education,CONT_AWD_EDFSA15C0006_9100_-NONE-_-NONE-
297065770,DTFAWA12C00064,PARSONS GOVERNMENT SERVICES INC.,2012-08-23,2024-02-20,1499977355.14,Department of Transportation,Federal Aviation Administration,DEFINITIVE CONTRACT,,,,,DC,USA,731,department-of-transportation,CONT_AWD_DTFAWA12C00064_6920_-NONE-_-NONE-
291807035,80GSFC19C0063,PERATON INC.,2019-10-01,2027-09-30,1499608688.36,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,VA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80GSFC19C0063_8000_-NONE-_-NONE-
279967695,36C10B18N0003,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",2018-05-17,2027-05-16,1496628663.21,Department of Veterans Affairs,Department of Veterans Affairs,DELIVERY ORDER,,,,,KS,USA,561,department-of-veterans-affairs,CONT_AWD_36C10B18N0003_3600_36C10B18D5000_3600
349009053,W52P1J19F0402,VECTRUS SYSTEMS LLC,2019-04-12,2026-06-21,1493875576.56,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,,IRQ,1173,department-of-defense,CONT_AWD_W52P1J19F0402_9700_W52P1J19D0045_9700
348854940,W15QKN13C0074,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-08-30,2029-03-31,1490942764.8,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MN,USA,1173,department-of-defense,CONT_AWD_W15QKN13C0074_9700_-NONE-_-NONE-
358810902,FA860926FB002,THE BOEING COMPANY,2026-02-27,2030-02-28,1484114000.0,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,WA,USA,1173,department-of-defense,CONT_AWD_FA860926FB002_9700_FA860919D0007_9700
307885862,HT940223C0006,THE JOHNS HOPKINS MEDICAL SERVICES CORPORATION,2023-10-01,2026-09-30,1480800000.0,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_HT940223C0006_9700_-NONE-_-NONE-
296718103,DOC003,T-REX SOLUTIONS LLC,2016-08-26,2023-09-20,1480169956.14,Department of Commerce,U.S. Census Bureau,BPA CALL,,,,,MD,USA,183,department-of-commerce,CONT_AWD_DOC003_1323_DOCYA132315BU0033_1323
355221846,70B01C26C00000006,"AMI METALS, INC",2026-02-11,2028-12-31,1474828685.83,Department of Homeland Security,U.S. Customs and Border Protection,DEFINITIVE CONTRACT,,,,,TX,USA,766,department-of-homeland-security,CONT_AWD_70B01C26C00000006_7014_-NONE-_-NONE-
309512969,N0002423C5403,RAM-SYSTEM GMBH,2022-10-26,2032-12-31,1472521136.67,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,,DEU,1173,department-of-defense,CONT_AWD_N0002423C5403_9700_-NONE-_-NONE-
291817845,80NM0018F0850,CALIFORNIA INSTITUTE OF TECHNOLOGY,2018-10-01,2028-09-30,1470526588.34,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DELIVERY ORDER,,,,,CA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80NM0018F0850_8000_80NM0018D0004_8000
298582895,FA870219F0001,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2019-02-26,2030-02-28,1469693798.1,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,MA,USA,1173,department-of-defense,CONT_AWD_FA870219F0001_9700_FA870215D0001_9700
309506483,N0002416C2111,ELECTRIC BOAT CORPORATION,2016-08-26,2026-11-30,1468509369.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002416C2111_9700_-NONE-_-NONE-
307885636,HT940213C0007,"BRIGHTON MARINE, INC.",2013-10-01,2023-09-30,1467822926.94,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_HT940213C0007_9700_-NONE-_-NONE-
307430870,HSCG2316CADB016,HUNTINGTON INGALLS INCORPORATED,2016-08-30,2028-07-31,1460701662.72,Department of Homeland Security,U.S. Coast Guard,DEFINITIVE CONTRACT,,,,,MS,USA,766,department-of-homeland-security,CONT_AWD_HSCG2316CADB016_7008_-NONE-_-NONE-
307253430,HQ085121C0001,LOCKHEED MARTIN CORPORATION,2020-10-02,2028-03-31,1453527651.73,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,NJ,USA,1173,department-of-defense,CONT_AWD_HQ085121C0001_9700_-NONE-_-NONE-
311391716,NNJ10TB01C,"HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",2010-10-01,2027-09-30,1451665745.1,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,TX,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NNJ10TB01C_8000_-NONE-_-NONE-
348951239,W31P4Q25F0080,LOCKHEED MARTIN CORPORATION,2025-06-23,2027-11-29,1448823842.98,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q25F0080_9700_W31P4Q23D0003_9700
349880980,W912GB10C0031,MISCELLANEOUS FOREIGN AWARDEES,2010-06-16,2028-12-30,1448239262.48,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,,DEU,1173,department-of-defense,CONT_AWD_W912GB10C0031_9700_-NONE-_-NONE-
309494536,N0001917C0045,LOCKHEED MARTIN CORPORATION,2017-03-01,2021-04-30,1443726578.57,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001917C0045_9700_-NONE-_-NONE-
309512935,N0002423C2452,TEXTRON SYSTEMS CORP,2023-08-04,2031-10-13,1436316386.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,LA,USA,1173,department-of-defense,CONT_AWD_N0002423C2452_9700_-NONE-_-NONE-
281087004,47QFSA20F0057,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2020-05-05,2025-11-04,1432945155.91,General Services Administration,Federal Acquisition Service,DELIVERY ORDER,,,,,AL,USA,614,general-services-administration,CONT_AWD_47QFSA20F0057_4732_GS00Q14OADU428_4732
307131704,HHSO100200900101C,SEQIRUS INC,2009-01-15,2029-09-30,1430622665.0,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,DEFINITIVE CONTRACT,,,,,MA,USA,806,department-of-health-and-human-services,CONT_AWD_HHSO100200900101C_7505_-NONE-_-NONE-
279969760,36C10B22N0051EHRM,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",2022-09-28,2027-10-30,1424879474.43,Department of Veterans Affairs,Department of Veterans Affairs,DELIVERY ORDER,,,,,KS,USA,561,department-of-veterans-affairs,CONT_AWD_36C10B22N0051EHRM_3600_36C10B18D5000_3600
298616608,FA882321C0001,LOCKHEED MARTIN CORP,2021-07-02,2030-08-30,1424651424.09,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA882321C0001_9700_-NONE-_-NONE-
309509819,N0002420C5405,RAYTHEON COMPANY,2019-12-20,2028-12-31,1418484083.6,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0002420C5405_9700_-NONE-_-NONE-
309504493,N0002410C2118,ELECTRIC BOAT CORPORATION,2010-07-02,2026-03-31,1418130936.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002410C2118_9700_-NONE-_-NONE-
298580155,FA865622FA071,RAYTHEON COMPANY,2022-09-22,2029-12-31,1411745212.76,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_FA865622FA071_9700_FA865621DA004_9700
309509821,N0002420C5519,NORTHROP GRUMMAN SYSTEMS CORPORATION,2020-09-30,2029-12-19,1409895949.82,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_N0002420C5519_9700_-NONE-_-NONE-
354337235,36C24026K1002,MCKESSON CORPORATION,2025-11-01,2025-11-30,1406868182.35,Department of Veterans Affairs,Department of Veterans Affairs,DELIVERY ORDER,,,,,TX,USA,561,department-of-veterans-affairs,CONT_AWD_36C24026K1002_3600_36W79720D0001_3600
291266106,70Z02322C93220001,"AUSTAL USA, LLC",2022-06-30,2030-10-21,1402431080.84,Department of Homeland Security,U.S. Coast Guard,DEFINITIVE CONTRACT,,,,,AL,USA,766,department-of-homeland-security,CONT_AWD_70Z02322C93220001_7008_-NONE-_-NONE-
307253431,HQ085121C0002,LOCKHEED MARTIN CORPORATION,2020-11-01,2027-12-31,1401875693.1,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,NJ,USA,1173,department-of-defense,CONT_AWD_HQ085121C0002_9700_-NONE-_-NONE-
298560048,FA863416C2653,THE BOEING COMPANY,2015-10-30,2026-06-30,1399773518.14,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_FA863416C2653_9700_-NONE-_-NONE-
309510708,N0002421C5408,RAYTHEON COMPANY,2021-09-29,2027-09-30,1398663146.82,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0002421C5408_9700_-NONE-_-NONE-
298589345,FA873918C5030,THE BOEING COMPANY,2018-09-24,2027-05-31,1391231787.04,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_FA873918C5030_9700_-NONE-_-NONE-
307132488,HHSO100201600030C,EMERGENT PRODUCT DEVELOPMENT GAITHERSBURG INC.,2016-09-30,2026-09-29,1385742139.1,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,DEFINITIVE CONTRACT,,,,,MD,USA,806,department-of-health-and-human-services,CONT_AWD_HHSO100201600030C_7505_-NONE-_-NONE-
292037791,89303925FEM400064,"HANFORD TANK WASTE OPERATIONS & CLOSURE, LLC",2025-02-24,2026-09-30,1385702409.03,Department of Energy,Department of Energy,DELIVERY ORDER,,,,,WA,USA,930,department-of-energy,CONT_AWD_89303925FEM400064_8900_89303324DEM000096_8900
309514599,N0002424C5408,RAYTHEON COMPANY,2024-10-01,2030-03-31,1380494831.69,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0002424C5408_9700_-NONE-_-NONE-
281082246,47QFCA21F0018,BOOZ ALLEN HAMILTON INC,2021-03-09,2025-02-15,1379603153.12,General Services Administration,Federal Acquisition Service,DELIVERY ORDER,,,,,DC,USA,614,general-services-administration,CONT_AWD_47QFCA21F0018_4732_47QTCK18D0004_4732
309508745,N0002419C2125,ELECTRIC BOAT CORPORATION,2019-07-11,2028-12-31,1370352119.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002419C2125_9700_-NONE-_-NONE-
309497389,N0001921C0723,RAYTHEON COMPANY,2021-06-30,2026-09-30,1368878887.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0001921C0723_9700_-NONE-_-NONE-
307885640,HT940213C0011,CHRISTUS HEALTH,2013-10-01,2023-09-30,1368144402.35,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_HT940213C0011_9700_-NONE-_-NONE-
279969328,36C10B21N10070021,BOOZ ALLEN HAMILTON INC,2021-05-17,2026-06-28,1365285599.63,Department of Veterans Affairs,Department of Veterans Affairs,DELIVERY ORDER,,,,,NJ,USA,561,department-of-veterans-affairs,CONT_AWD_36C10B21N10070021_3600_VA11816D1007_3600
349075750,W58RGZ22C0022,AIRBUS US SPACE & DEFENSE INC,2022-07-01,2027-02-03,1364416825.87,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_W58RGZ22C0022_9700_-NONE-_-NONE-
348947496,W31P4Q17C0194,RAYTHEON COMPANY,2017-09-30,2026-08-31,1360500677.86,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_W31P4Q17C0194_9700_-NONE-_-NONE-
349047922,W56HZV19C0036,GENERAL DYNAMICS LAND SYSTEMS INC.,2018-12-17,2026-10-17,1354513227.42,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MI,USA,1173,department-of-defense,CONT_AWD_W56HZV19C0036_9700_-NONE-_-NONE-
298553485,FA861118F1001,RTX CORPORATION,2018-01-01,2018-12-31,1353542573.3,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,CT,USA,1173,department-of-defense,CONT_AWD_FA861118F1001_9700_FA861118D2850_9700
307239015,HQ014716C0011,LOCKHEED MARTIN CORPORATION,2015-10-21,2027-03-31,1350071468.22,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,NJ,USA,1173,department-of-defense,CONT_AWD_HQ014716C0011_9700_-NONE-_-NONE-
309443347,MSFC0200308DNAS803060,SMITHSONIAN INSTITUTION,2003-08-31,2027-09-30,1347228052.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,MA,USA,862,national-aeronautics-and-space-administration,CONT_AWD_MSFC0200308DNAS803060_8000_-NONE-_-NONE-
348942717,W31P4Q09C0057,RAYTHEON COMPANY,2009-02-01,2015-06-30,1346571568.94,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_W31P4Q09C0057_9700_-NONE-_-NONE-
298587052,FA873017C0010,RAYTHEON COMPANY,2017-02-24,2027-12-31,1342453948.6,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_FA873017C0010_9700_-NONE-_-NONE-
298560088,FA863422C2705,THE BOEING COMPANY,2028-12-29,2030-04-15,1340601122.71,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_FA863422C2705_9700_-NONE-_-NONE-
298615925,FA881606C0001,"UNITED LAUNCH SERVICES, LLC",2006-06-01,2010-09-30,1339145593.92,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA881606C0001_9700_-NONE-_-NONE-
309505922,N0002414C5114,LOCKHEED MARTIN CORPORATION,2013-12-27,2024-12-31,1339010249.77,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,NJ,USA,1173,department-of-defense,CONT_AWD_N0002414C5114_9700_-NONE-_-NONE-
309495133,N0001918C1068,RAYTHEON COMPANY,2018-09-13,2026-02-28,1338242251.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0001918C1068_9700_-NONE-_-NONE-
298581468,FA868118C0021,LOCKHEED MARTIN CORPORATION,2018-08-13,2026-08-31,1334629676.0,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_FA868118C0021_9700_-NONE-_-NONE-
309509794,N0002420C4312,ELECTRIC BOAT CORPORATION,2020-08-14,2027-11-01,1332958326.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0002420C4312_9700_-NONE-_-NONE-
307238034,HQ014712C0006,RAYTHEON COMPANY,2011-12-30,2028-12-31,1327248619.9,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_HQ014712C0006_9700_-NONE-_-NONE-
359733548,70B01C26F00000385,SLS FEDERAL SERVICES LLC,2026-06-26,2027-09-14,1313227200.0,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,AZ,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000385_7014_70B01C26D00000003_7014
298553318,FA860918F0006,THE BOEING COMPANY,2017-12-22,2025-06-30,1305571332.0,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,WA,USA,1173,department-of-defense,CONT_AWD_FA860918F0006_9700_FA860918G0002_9700
350488624,W91RUS13C0006,VECTRUS SYSTEMS LLC,2013-06-01,2021-02-28,1300868234.87,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_W91RUS13C0006_9700_-NONE-_-NONE-
349072844,W58RGZ12C0055,THE BOEING COMPANY,2012-06-29,2023-12-31,1298998009.26,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_W58RGZ12C0055_9700_-NONE-_-NONE-
298580720,FA867518C0003,RAYTHEON COMPANY,2017-12-28,2025-12-31,1298123153.0,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_FA867518C0003_9700_-NONE-_-NONE-
298396579,FA810720F0001,THE BOEING COMPANY,2020-02-14,2029-12-31,1295454473.3,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,OK,USA,1173,department-of-defense,CONT_AWD_FA810720F0001_9700_FA862819D1000_9700
307885863,HT940223C0007,MARTINS POINT HEALTH CARE INC,2023-10-01,2026-09-30,1292986774.0,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_HT940223C0007_9700_-NONE-_-NONE-
309521449,N0003023C0100,LOCKHEED MARTIN CORPORATION,2023-09-05,2028-09-30,1285393895.0,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_N0003023C0100_9700_-NONE-_-NONE-
297880460,FA248616C0002,"RELIANCE TEST & TECHNOLOGY, LLC",2016-04-01,2026-09-30,1283851515.8,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_FA248616C0002_9700_-NONE-_-NONE-
298616579,FA882320C0004,"L3HARRIS TECHNOLOGIES, INC.",2020-02-25,2028-01-31,1283781354.76,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA882320C0004_9700_-NONE-_-NONE-
