po_number,line_number,item_description,category_code,quantity,unit_price,line_amount
W31P4Q17C0194,3,Military program support,CAT-AEROSPACE-DEFENSE,409,515196.73,210715461.34
W31P4Q17C0194,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,125,2916567.49,364570936.85
W31P4Q17C0194,5,Defense platform components,CAT-AEROSPACE-DEFENSE,21,9380662.59,196993914.43
W56HZV19C0036,1,Defense platform components,CAT-AEROSPACE-DEFENSE,159,2382728.56,378853841.01
W56HZV19C0036,2,Defense platform components,CAT-AEROSPACE-DEFENSE,364,476594.3,173480323.53
W56HZV19C0036,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,143,2181080.98,311894580.34
W56HZV19C0036,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,52,2461803.03,128013757.34
W56HZV19C0036,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,429,844453.9,362270725.2
FA861118F1001,1,Defense platform components,CAT-AEROSPACE-DEFENSE,192,2978363.92,571845872.42
FA861118F1001,2,Military program support,CAT-AEROSPACE-DEFENSE,243,720236.27,175017413.35
FA861118F1001,3,Defense platform components,CAT-AEROSPACE-DEFENSE,221,1909777.18,422060757.05
FA861118F1001,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,212,870842.12,184618530.48
HQ014716C0011,1,Military program support,CAT-AEROSPACE-DEFENSE,439,968642.34,425233988.27
HQ014716C0011,2,Military program support,CAT-AEROSPACE-DEFENSE,39,7556489.25,294703080.85
HQ014716C0011,3,Defense platform components,CAT-AEROSPACE-DEFENSE,111,2507010.94,278278214.84
HQ014716C0011,4,Military program support,CAT-AEROSPACE-DEFENSE,291,1209127.78,351856184.26
MSFC0200308DNAS803060,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,193,2559535.68,493990387.16
MSFC0200308DNAS803060,2,Military program support,CAT-AEROSPACE-DEFENSE,43,7046316.7,302991617.96
MSFC0200308DNAS803060,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,289,1903965.56,550246046.88
W31P4Q09C0057,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,243,580933.98,141166957.6
W31P4Q09C0057,2,Defense platform components,CAT-AEROSPACE-DEFENSE,349,483881.84,168874760.46
W31P4Q09C0057,3,Defense platform components,CAT-AEROSPACE-DEFENSE,458,721978.5,330666151.56
W31P4Q09C0057,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,256,1582982.5,405243520.09
W31P4Q09C0057,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,200,1503100.9,300620179.23
FA873017C0010,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,402,819918.45,329607215.67
FA873017C0010,2,Defense platform components,CAT-AEROSPACE-DEFENSE,298,771007.9,229760354.47
FA873017C0010,3,Military program support,CAT-AEROSPACE-DEFENSE,159,947902.34,150716471.34
FA873017C0010,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,471,690278.24,325121052.96
FA873017C0010,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,362,848753.74,307248854.16
FA863422C2705,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,15,21509238.57,322638578.52
FA863422C2705,2,Military program support,CAT-AEROSPACE-DEFENSE,224,1179653.03,264242279.19
FA863422C2705,3,Military program support,CAT-AEROSPACE-DEFENSE,97,3545661.61,343929176.47
FA863422C2705,4,Defense platform components,CAT-AEROSPACE-DEFENSE,271,1512144.24,409791088.53
FA881606C0001,1,Defense platform components,CAT-AEROSPACE-DEFENSE,206,2099211.78,432437627.21
FA881606C0001,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,160,3822901.22,611664195.04
FA881606C0001,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,335,880727.68,295043771.67
N0002414C5114,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,134,2123863.5,284597709.03
N0002414C5114,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,41,7468667.7,306215375.56
N0002414C5114,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,399,819824.57,327110002.27
N0002414C5114,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,215,1041427.19,223906845.17
N0002414C5114,5,Defense platform components,CAT-AEROSPACE-DEFENSE,110,1792548.34,197180317.74
N0001918C1068,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,374,1093681.21,409036773.87
N0001918C1068,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,487,493238.07,240206938.02
N0001918C1068,3,Military program support,CAT-AEROSPACE-DEFENSE,288,950828.3,273838551.56
N0001918C1068,4,Military program support,CAT-AEROSPACE-DEFENSE,244,1701475.36,415159987.55
FA868118C0021,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,90,4257583.57,383182521.59
FA868118C0021,2,Defense platform components,CAT-AEROSPACE-DEFENSE,373,749612.3,279605387.4
FA868118C0021,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,245,2742211.29,671841767.01
N0002420C4312,1,Defense platform components,CAT-AEROSPACE-DEFENSE,34,4889937.52,166257875.78
N0002420C4312,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,89,3660221.14,325759681.28
N0002420C4312,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,86,6786599.1,583647523.01
N0002420C4312,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,75,3430576.61,257293245.93
HQ014712C0006,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,447,809435.38,361817614.58
HQ014712C0006,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,63,2092365.12,131819002.8
HQ014712C0006,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,135,2944849.92,397554738.6
HQ014712C0006,4,Military program support,CAT-AEROSPACE-DEFENSE,370,1178533.15,436057263.92
70B01C26F00000385,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,335,1496004.06,501161359.24
70B01C26F00000385,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,5,106416512.29,532082561.43
70B01C26F00000385,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,144,1944328.33,279983279.33
FA860918F0006,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,70,6771718.41,474020288.78
FA860918F0006,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,444,994992.69,441776755.5
FA860918F0006,3,Defense platform components,CAT-AEROSPACE-DEFENSE,312,1249276.56,389774287.72
W91RUS13C0006,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,296,984548.02,291426213.88
W91RUS13C0006,2,Military program support,CAT-AEROSPACE-DEFENSE,119,5160286.43,614074084.87
W91RUS13C0006,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,36,10982442.67,395367936.12
W58RGZ12C0055,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,278,1716721.94,477248700.51
W58RGZ12C0055,2,Defense platform components,CAT-AEROSPACE-DEFENSE,467,855986.37,399745636.27
W58RGZ12C0055,3,Defense platform components,CAT-AEROSPACE-DEFENSE,200,2110018.36,422003672.48
FA867518C0003,1,Military program support,CAT-AEROSPACE-DEFENSE,75,3895698.4,292177380.21
FA867518C0003,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,481,743964.65,357846996.24
FA867518C0003,3,Military program support,CAT-AEROSPACE-DEFENSE,76,2282451.69,173466328.36
FA867518C0003,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,16,16968438.06,271495009.03
FA867518C0003,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,262,775333.74,203137439.16
FA810720F0001,1,Defense platform components,CAT-AEROSPACE-DEFENSE,363,821921.87,298357637.32
FA810720F0001,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,274,2348853.29,643585800.81
FA810720F0001,3,Military program support,CAT-AEROSPACE-DEFENSE,115,3074009.0,353511035.17
HT940223C0007,1,Defense platform components,CAT-AEROSPACE-DEFENSE,12,11897321.63,142767859.55
HT940223C0007,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,353,945071.32,333610175.03
HT940223C0007,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,269,876718.04,235837153.52
HT940223C0007,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,356,1016576.03,361901066.42
HT940223C0007,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,142,1541341.69,218870519.48
N0003023C0100,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,87,4534185.54,394474142.3
N0003023C0100,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,464,1410133.78,654302072.8
N0003023C0100,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,319,741748.21,236617679.9
FA248616C0002,1,Military program support,CAT-AEROSPACE-DEFENSE,108,1238801.82,133790596.25
FA248616C0002,2,Defense platform components,CAT-AEROSPACE-DEFENSE,321,1083783.81,347894604.32
FA248616C0002,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,330,774260.52,255505972.52
FA248616C0002,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,339,788294.06,267231687.52
FA248616C0002,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,360,776190.71,279428655.19
FA882320C0004,1,Defense platform components,CAT-AEROSPACE-DEFENSE,157,1917810.93,301096315.52
FA882320C0004,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,490,641618.74,314393183.97
FA882320C0004,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,27,10533429.07,284402584.84
FA882320C0004,4,Military program support,CAT-AEROSPACE-DEFENSE,362,1060467.6,383889270.43
80NM0018F0616,1,Military program support,CAT-AEROSPACE-DEFENSE,331,479064.07,158570208.8
80NM0018F0616,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,492,807802.01,397438587.83
80NM0018F0616,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,310,483256.1,149809391.13
80NM0018F0616,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,225,1601105.34,360248702.07
80NM0018F0616,5,Military program support,CAT-AEROSPACE-DEFENSE,23,9463685.75,217664772.18
36C10A20F0309,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,497,539486.1,268124592.1
36C10A20F0309,2,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,47,4768225.66,224106606.13
36C10A20F0309,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,149,2218807.57,330602327.69
36C10A20F0309,4,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,358,1274148.39,456145124.87
80MSFC22F0048,1,Military program support,CAT-AEROSPACE-DEFENSE,395,474364.48,187373969.38
80MSFC22F0048,2,Defense platform components,CAT-AEROSPACE-DEFENSE,125,2717239.7,339654962.91
80MSFC22F0048,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,71,4644458.01,329756518.98
80MSFC22F0048,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,459,235995.6,108321980.39
80MSFC22F0048,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,277,1117294.45,309490563.34
FA877223F0001,1,Defense platform components,CAT-AEROSPACE-DEFENSE,51,11315654.92,577098400.79
FA877223F0001,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,148,1604956.31,237533533.82
FA877223F0001,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,16,28560031.68,456960506.83
NNM12AA82C,1,Military program support,CAT-AEROSPACE-DEFENSE,192,1916094.1,367890067.87
NNM12AA82C,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,139,1263372.58,175608788.13
NNM12AA82C,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,249,1073230.21,267234323.14
NNM12AA82C,4,Defense platform components,CAT-AEROSPACE-DEFENSE,373,818639.17,305352410.19
NNM12AA82C,5,Defense platform components,CAT-AEROSPACE-DEFENSE,442,349173.73,154334786.67
HHSO100201700019C,1,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,350,793617.1,277765983.69
HHSO100201700019C,2,Healthcare support services,CAT-HEALTHCARE-MEDICAL,123,2291506.12,281855252.8
HHSO100201700019C,3,Medical supplies,CAT-HEALTHCARE-MEDICAL,88,8007042.55,704619744.51
0003,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,201,1506700.42,302846784.1
0003,2,Military program support,CAT-AEROSPACE-DEFENSE,11,39771569.45,437487263.94
0003,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,297,492357.61,146230211.62
0003,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,23,16384376.82,376840666.93
70Z02326C93210002,1,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,168,1341577.21,225384971.35
70Z02326C93210002,2,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,440,328889.67,144711453.76
70Z02326C93210002,3,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,247,676872.4,167187482.51
70Z02326C93210002,4,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,409,948599.84,387977333.27
70Z02326C93210002,5,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,278,1216164.6,338093759.11
W56HZV07C0096,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,424,711299.14,301590836.13
W56HZV07C0096,2,Military program support,CAT-AEROSPACE-DEFENSE,181,2175398.16,393747066.84
W56HZV07C0096,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,496,599432.57,297318555.92
W56HZV07C0096,4,Defense platform components,CAT-AEROSPACE-DEFENSE,50,5369423.95,268471197.43
70B01C23F00000067,1,BPA service order,CAT-BPA-CALL-GENERAL,465,733432.3,341046020.84
70B01C23F00000067,2,General procurement support,CAT-BPA-CALL-GENERAL,115,897582.3,103221964.55
70B01C23F00000067,3,Blanket purchase agreement support,CAT-BPA-CALL-GENERAL,279,1043469.42,291127968.61
70B01C23F00000067,4,Blanket purchase agreement support,CAT-BPA-CALL-GENERAL,183,1507475.38,275867994.14
70B01C23F00000067,5,General procurement support,CAT-BPA-CALL-GENERAL,48,5193886.73,249306562.8
W31P4Q23F0177,1,Defense platform components,CAT-AEROSPACE-DEFENSE,66,7541020.3,497707340.02
W31P4Q23F0177,2,Military program support,CAT-AEROSPACE-DEFENSE,204,830175.31,169355762.43
W31P4Q23F0177,3,Defense platform components,CAT-AEROSPACE-DEFENSE,145,1122674.9,162787861.01
W31P4Q23F0177,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,193,2200403.25,424677827.51
N0003019C0100,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,117,4380864.04,512561092.94
N0003019C0100,2,Defense platform components,CAT-AEROSPACE-DEFENSE,235,2091089.07,491405930.91
N0003019C0100,3,Military program support,CAT-AEROSPACE-DEFENSE,171,1459245.62,249531000.49
N0002419C2227,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,399,573662.19,228891213.19
N0002419C2227,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,138,2662545.51,367431280.74
N0002419C2227,3,Military program support,CAT-AEROSPACE-DEFENSE,370,478277.74,176962764.47
N0002419C2227,4,Defense platform components,CAT-AEROSPACE-DEFENSE,379,1246194.05,472307544.6
DTFA0102D03006CALL0016,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,237,2487572.72,589554735.57
DTFA0102D03006CALL0016,2,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,424,1125594.68,477252145.68
DTFA0102D03006CALL0016,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,106,1637336.74,173557694.74
FA862622C0002,1,Military program support,CAT-AEROSPACE-DEFENSE,499,394072.34,196642096.85
FA862622C0002,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,322,1266563.51,407833449.27
FA862622C0002,3,Military program support,CAT-AEROSPACE-DEFENSE,364,1084411.38,394725741.51
FA862622C0002,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,224,1073170.66,240390228.12
W31P4Q19C0092,1,Military program support,CAT-AEROSPACE-DEFENSE,347,891585.19,309380061.14
W31P4Q19C0092,2,Military program support,CAT-AEROSPACE-DEFENSE,289,922217.44,266520841.27
W31P4Q19C0092,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,386,547299.17,211257478.62
W31P4Q19C0092,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,97,2006908.93,194670166.62
W31P4Q19C0092,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,155,1596567.12,247467904.16
W31P4Q23C0021,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,278,1280977.42,356111723.96
W31P4Q23C0021,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,486,625996.29,304234195.85
W31P4Q23C0021,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,332,932280.61,309517161.18
W31P4Q23C0021,4,Defense platform components,CAT-AEROSPACE-DEFENSE,489,525142.28,256794575.17
NNG10XA05C,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,250,1005086.11,251271527.47
NNG10XA05C,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,224,1265136.66,283390612.29
NNG10XA05C,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,5,78150419.19,390752095.96
NNG10XA05C,4,Military program support,CAT-AEROSPACE-DEFENSE,345,871423.95,300641263.95
70B01C25F00001112,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,357,727106.47,259577011.19
70B01C25F00001112,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,343,946687.82,324713923.58
70B01C25F00001112,3,Transportation support,CAT-LOGISTICS-TRANSPORTATION,461,635721.6,293067657.91
70B01C25F00001112,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,312,722299.89,225357566.44
70B01C25F00001112,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,36,3405801.14,122608840.88
N0003020C0100,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,354,902423.58,319457947.75
N0003020C0100,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,110,3484313.5,383274485.0
N0003020C0100,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,394,1322358.75,521009348.12
N0001917C0030,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,348,367112.54,127755162.7
N0001917C0030,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,61,6034039.3,368076397.06
N0001917C0030,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,340,722152.26,245531766.94
N0001917C0030,4,Defense platform components,CAT-AEROSPACE-DEFENSE,244,757122.89,184737985.37
N0001917C0030,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,90,3302823.01,297254071.2
70B01C26F00000169,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,9,44739595.34,402656358.05
70B01C26F00000169,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,330,1172197.12,386825048.8
70B01C26F00000169,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,387,1120523.5,433642593.15
N0002424C2106,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,43,7877005.54,338711238.27
N0002424C2106,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,246,1386263.73,341020876.65
N0002424C2106,3,Defense platform components,CAT-AEROSPACE-DEFENSE,125,1987775.91,248471988.84
N0002424C2106,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,409,720096.21,294519351.24
HQ085321C0002,1,Defense platform components,CAT-AEROSPACE-DEFENSE,307,1017413.42,312345921.16
HQ085321C0002,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,392,1006946.04,394722849.36
HQ085321C0002,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,431,1186551.95,511403888.58
N0002418C4314,1,Defense platform components,CAT-AEROSPACE-DEFENSE,312,418245.1,130492471.69
N0002418C4314,2,Military program support,CAT-AEROSPACE-DEFENSE,212,1533743.73,325153670.3
N0002418C4314,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,162,2122723.12,343881144.74
N0002418C4314,4,Defense platform components,CAT-AEROSPACE-DEFENSE,497,842927.16,418934796.54
N0003017C0100,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,406,1032849.53,419336909.21
N0003017C0100,2,Defense platform components,CAT-AEROSPACE-DEFENSE,373,933476.84,348186860.55
N0003017C0100,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,492,912407.8,448904635.24
FA821924C0001,1,Military program support,CAT-AEROSPACE-DEFENSE,418,599113.68,250429516.26
FA821924C0001,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,92,6346742.27,583900288.75
FA821924C0001,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,135,2807551.54,379019457.87
0002,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,395,640526.28,253007881.42
0002,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,282,1321182.12,372573359.25
0002,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,318,1825226.11,580421904.11
N0003025C0100,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,136,2130721.6,289778137.87
N0003025C0100,2,Military program support,CAT-AEROSPACE-DEFENSE,103,2795043.92,287889523.67
N0003025C0100,3,Military program support,CAT-AEROSPACE-DEFENSE,353,358529.09,126560767.19
N0003025C0100,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,298,658205.27,196145169.75
N0003025C0100,5,Military program support,CAT-AEROSPACE-DEFENSE,140,2178867.4,305041436.52
NNG09DA01C,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,298,754945.85,224973863.54
NNG09DA01C,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,274,1096258.69,300374882.18
NNG09DA01C,3,Military program support,CAT-AEROSPACE-DEFENSE,431,519118.47,223740059.99
NNG09DA01C,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,199,713380.81,141962781.88
NNG09DA01C,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,427,724283.55,309269075.45
47QFCA21F0001,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,148,737729.91,109184026.31
47QFCA21F0001,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,392,864261.25,338790409.97
47QFCA21F0001,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,487,707420.66,344513862.61
47QFCA21F0001,4,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,354,726037.96,257017439.01
47QFCA21F0001,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,427,342950.8,146439992.99
36C24026K1007,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,92,3025820.12,278375451.06
36C24026K1007,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,411,696718.13,286351149.55
36C24026K1007,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,82,2673271.88,219208294.22
36C24026K1007,4,Transportation support,CAT-LOGISTICS-TRANSPORTATION,474,598325.41,283606241.98
36C24026K1007,5,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,141,878063.43,123806944.06
36C24026K1001,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,349,749265.59,261493692.48
36C24026K1001,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,412,457504.93,188492030.35
36C24026K1001,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,258,1725577.51,445198997.91
36C24026K1001,4,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,157,1840865.04,289015811.59
N0002407C2102,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,477,973160.96,464197779.28
N0002407C2102,2,Defense platform components,CAT-AEROSPACE-DEFENSE,111,4090486.85,454044040.49
N0002407C2102,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,71,3675383.14,260952203.23
47QFCA21C0001,1,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,348,372404.64,129596816.05
47QFCA21C0001,2,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,408,364990.99,148916323.98
47QFCA21C0001,3,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,447,735250.09,328656792.44
47QFCA21C0001,4,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,498,669071.31,333197514.3
47QFCA21C0001,5,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,83,2870505.27,238251937.8
36C24025K1012,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,429,534587.95,229338230.17
36C24025K1012,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,64,6377363.0,408151232.03
36C24025K1012,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,200,1027502.06,205500412.72
36C24025K1012,4,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,116,2886763.52,334864568.31
36C24026K1006,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,136,2216186.95,301401424.58
36C24026K1006,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,344,471477.12,162188130.88
36C24026K1006,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,388,693487.37,269073098.2
36C24026K1006,4,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,424,501881.08,212797577.06
36C24026K1006,5,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,130,1770947.85,230223219.98
FA810616C0001,1,Military program support,CAT-AEROSPACE-DEFENSE,289,792937.48,229158930.75
FA810616C0001,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,411,563792.19,231718590.97
FA810616C0001,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,476,822637.34,391575371.54
FA810616C0001,4,Military program support,CAT-AEROSPACE-DEFENSE,227,814542.65,184901181.41
FA810616C0001,5,Military program support,CAT-AEROSPACE-DEFENSE,378,356879.55,134900471.64
N0001925C0130,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,280,1345926.34,376859375.36
N0001925C0130,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,20,20477927.27,409558545.5
N0001925C0130,3,Defense platform components,CAT-AEROSPACE-DEFENSE,229,781607.41,178988095.97
N0001925C0130,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,118,1715625.22,202443776.17
W56HZV22F0353,1,Defense platform components,CAT-AEROSPACE-DEFENSE,303,919258.79,278535412.8
W56HZV22F0353,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,352,1227325.06,432018421.96
W56HZV22F0353,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,137,3332036.93,456489058.95
FA868223CB001,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,167,1073194.86,179223542.16
FA868223CB001,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,210,1679910.7,352781247.64
FA868223CB001,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,318,681347.87,216668621.25
FA868223CB001,4,Defense platform components,CAT-AEROSPACE-DEFENSE,279,633047.02,176620117.74
FA868223CB001,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,482,495817.21,238983897.21
47QFCA22F0047,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,433,715028.78,309607463.19
47QFCA22F0047,2,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,311,1277219.83,397215367.29
47QFCA22F0047,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,380,630248.23,239494327.33
47QFCA22F0047,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,86,2507001.27,215602109.64
FA852624F0002,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,500,491117.56,245558779.25
